"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 18 04:37:53 UTC 2025","Wed Jun 18 04:37:53 UTC 2025","3","tests","test_api_todo","","","","test_create_todo_validation_errors[priority-payload2-\u512a\u5148\u9806\u5e8f\u70ba\u5fc5\u586b]",""
"passed","Wed Jun 18 04:36:32 UTC 2025","Wed Jun 18 04:36:48 UTC 2025","15440","tests","test_todo","","","","test_create_todo_with_attachment_without_note",""
"passed","Wed Jun 18 04:37:53 UTC 2025","Wed Jun 18 04:37:53 UTC 2025","2","tests","test_api_todo","","","","test_create_todo_validation_errors[start_date-payload3-\u8acb\u586b\u5beb\u958b\u59cb\u65e5\u671f]",""
"passed","Mon Jun 09 09:45:52 UTC 2025","Mon Jun 09 09:46:02 UTC 2025","9944","tests","test_register","","","","test_register_invalid_email",""
"passed","Wed Jun 18 04:37:53 UTC 2025","Wed Jun 18 04:37:53 UTC 2025","2","tests","test_api_todo","","","","test_create_todo_validation_errors[end_date-payload4-\u8acb\u586b\u5beb\u7d50\u675f\u65e5\u671f]",""
"passed","Mon Jun 09 09:47:56 UTC 2025","Mon Jun 09 09:48:05 UTC 2025","8780","tests","test_login_param","","","","test_login_param[TC002]",""
"passed","Mon Jun 09 09:46:59 UTC 2025","Mon Jun 09 09:47:08 UTC 2025","8611","tests","test_login","","","","test_login_empty_account",""
"passed","Wed Jun 18 04:28:18 UTC 2025","Wed Jun 18 04:28:24 UTC 2025","5723","tests","test_register","","","","test_register_success",""
"passed","Wed Jun 18 04:28:48 UTC 2025","Wed Jun 18 04:28:59 UTC 2025","10334","tests","test_register","","","","test_register_failed_cases[userB-U$erN3w!Qz7^-\u7528\u6236B-not-an-email-Email \u683c\u5f0f\u932f\u8aa4]",""
"passed","Wed Jun 18 04:31:22 UTC 2025","Wed Jun 18 04:31:46 UTC 2025","24046","tests","test_todo","","","","test_todo_crud_by_multiple_users[test-P@ssw0rd_X9g2#]",""
"passed","Mon Jun 09 09:48:10 UTC 2025","Mon Jun 09 09:48:18 UTC 2025","8673","tests","test_login_param","","","","test_login_param[TC003]",""
"failed","Wed Jun 18 04:30:25 UTC 2025","Wed Jun 18 04:30:33 UTC 2025","8103","tests","test_login_param","","","","test_login_param[TC003]",""
"passed","Wed Jun 18 04:37:52 UTC 2025","Wed Jun 18 04:37:52 UTC 2025","5","tests","test_api_todo","","","","test_get_all_todos",""
"passed","Wed Jun 18 04:29:57 UTC 2025","Wed Jun 18 04:30:05 UTC 2025","8101","tests","test_login","","","","test_login_failures[--error_messages4-None]",""
"passed","Mon Jun 09 09:57:17 UTC 2025","Mon Jun 09 09:57:17 UTC 2025","4","tests","test_api_todo","","","","test_create_todo_validation_error",""
"passed","Mon Jun 09 09:46:06 UTC 2025","Mon Jun 09 09:46:17 UTC 2025","10651","tests","test_register","","","","test_register_duplicate_account",""
"passed","Mon Jun 09 09:48:23 UTC 2025","Mon Jun 09 09:48:32 UTC 2025","8783","tests","test_login_param","","","","test_login_param[TC004]",""
"passed","Wed Jun 18 04:34:18 UTC 2025","Wed Jun 18 04:34:43 UTC 2025","24803","tests","test_todo","","","","test_todo_crud_by_multiple_users_with_title_check[user_new-U$erN3w!Qz7^]",""
"passed","Mon Jun 09 09:48:37 UTC 2025","Mon Jun 09 09:48:46 UTC 2025","8558","tests","test_login_param","","","","test_login_param[TC005]",""
"passed","Wed Jun 18 04:34:44 UTC 2025","Wed Jun 18 04:35:34 UTC 2025","49352","tests","test_todo","","","","test_todo_crud_customized_with_title_check[test-P@ssw0rd_X9g2#-4-2]",""
"passed","Wed Jun 18 04:37:52 UTC 2025","Wed Jun 18 04:37:52 UTC 2025","5","tests","test_api_todo","","","","test_todo_not_found[delete-api/todo/999999]",""
"failed","Wed Jun 18 04:30:14 UTC 2025","Wed Jun 18 04:30:23 UTC 2025","8089","tests","test_login_param","","","","test_login_param[TC002]",""
"passed","Wed Jun 18 04:29:00 UTC 2025","Wed Jun 18 04:29:11 UTC 2025","10443","tests","test_register","","","","test_register_failed_cases[user_new-U$erN3w!Qz7^-\u65b0\u7528\u6236-user_new@gmail.com-\u5e33\u865f\u5df2\u5b58\u5728]",""
"passed","Wed Jun 18 04:36:04 UTC 2025","Wed Jun 18 04:36:17 UTC 2025","12802","tests","test_todo","","","","test_create_todo_invalid_inputs[-2025-06-19-\u5099\u8a3bA-\u7f3a\u6a19\u984c]",""
"passed","Wed Jun 18 04:33:52 UTC 2025","Wed Jun 18 04:34:17 UTC 2025","24821","tests","test_todo","","","","test_todo_crud_by_multiple_users_with_title_check[test-P@ssw0rd_X9g2#]",""
"passed","Mon Jun 09 09:54:59 UTC 2025","Mon Jun 09 09:55:13 UTC 2025","14091","tests","test_todo","","","","test_create_todo_missing_required_fields",""
"passed","Mon Jun 09 09:46:46 UTC 2025","Mon Jun 09 09:46:54 UTC 2025","8465","tests","test_login","","","","test_login_nonexistent_account",""
